id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter,headingRoman
54,Travel,Supplication for leaving the home,1,0,Supplication for leaving the home,1,اللّهُمَّ إِنِّي أَعوذُ بِكَ أَنْ أَضِلَّ أَوْ أُضَلَّ، أَوْ أَزِلَّ أَوْ أُزلَّ، أَوْ أَظْلِمَ أَوْ أُظْلَم، أَوْ أَجْهَلَ أَوْ يُجْهَلَ عَلَيَّ,"""اے اللہ! میں تیری پناہ مانگتا ہوں کہ میں گمراہ ہو جاؤں یا کسی کو گمراہ کر دوں، یا میں غلطی کروں یا مجھ سے کوئی غلطی ہو، یا میں ظلم کروں یا مجھ پر ظلم ہو، یا میں جاہل بنوں یا مجھ پر جاہلوں کی طرح برتاؤ کیا جائے۔""","O Allah, I seek refuge in You lest I misguide others, or I am misguided by others, lest I cause others to err or I am caused to err, lest Iabuse others or be abused, and lest I behave foolishly or meet with the foolishness of others.","Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/336",Hadith,3/152,گھر سے نکلنے کی دعا
55,Dressing,Supplication When wearing a garment,1,0,Supplication When wearing a garment,1,الْحَمْدُ للهِ الَّذِي كَسَانِي هَذَا (القَّوْبَ) وَرَزَقَنِيهِ مِنْ غَيْرِ حَوْلٍ مِنِّي وَلا قُوَّة,"""اللہ کا شکر ہے جس نے مجھے یہ لباس پہنایا اور اسے بغیر میری طاقت یا قوت کے، مجھے عطا کیا۔""","All Praise is for Allaah who has clothed me with this [garment] and provided it for me, with no power nor might from myself.","Al-Bukhari, Muslim, Abu Dawud, Ibn Majah, At-Tirmithi. See also 'Irwa'ul-Ghalil 7/47",Hadith,,لباس پہننے کی دعا
56,Dressing,Supplication When wearing a new garment,1,0,Supplication When wearing a new garment,1,اللهُمَّ لَكَ الْحَمْدُ أنْتَ كَسَوْتَنِيهِ، أَسْأَلُكَ مِنْ خَيْرِهِ وَخَيْرِ مَا صُنِعَ لَهُ، وَأَعُوْذُ بِكَ مِنْ شَرِّهِ وَشَرِّ مَا صُنِعَ لَهُ,"""اے اللہ! تیرا شکر ہے کہ تُو نے مجھے یہ لباس پہنایا، میں تجھ سے اس کے بہترین فوائد اور اس سے متعلق ہر اچھائی کا سوال کرتا ہوں، اور میں تیرے دربار میں اس کے شر اور اس سے متعلق ہر برائی سے پناہ مانگتا ہوں۔""","O Allaah, for You is all praise, You have clothed me with it, I ask You for the good of it and the good for which it was made, and I seek refugewith You from the evil of it and the evil for which it was made"," Abu Dawud and At-Tirmithi. See also Al-Albani, Mukhtasar Shamd'il At-Tirmithi, p. 47",Hadith,,نیا لباس پہننے کی دعا
57,Dressing,Supplication said to someone wearing a new garment,1,0,Supplication said to someone wearing a new garment,1,تُبْلي وَيُخْلِفُ اللهُ تَعَالى,"""تُو نقصان پہنچاتی ہے اور اللہ تعالیٰ بدل دیتا ہے۔""",May you wear it out and Allaah (Ta'aala) replace it [with another],Abu Dawud 4/41. See also Al-Albani Sahih Abu Dawud 2/760.,Hadith,,نیا لباس پہننے والے کے لیے دعا
58,Dressing,Supplication Before undressing,1,0,Supplication Before undressing,1,بِسْمِ الله,"""اللہ کے نام سے""",In the name of Allaah,"At-Tirmithi 2/505, among others. See 'Irwa'ul Ghalil no. 49 and Sahihul-Jami' 3/203",Hadith,,کپڑے اتارنے سے پہلے کی دعا
59,Daily,Supplication Upon entering the home,1,0,Supplication Upon entering the home,1,بِسْمِ اللهِ وَلَجْنا، وَبِسْمِ اللهِ خَرَجْنا، وَعَلى رَبِّنا تَوَكّلْنا,"اللہ کے نام سے ہم داخل ہوئے، اور اللہ کے نام سے ہم نکلے، اور اپنے رب پر ہم نے بھروسہ کیا۔""","In the Name of Allah we enter , in the Name of Allah we leave, and upon our Lord we depend [then say As-Salaamu 'Alaykum to those present].","Abu Dawud 4/325. Muslim {Hadith no. 2018) says that one should mention the Name of Allah when entering the home and when beginning to eat; and that the devil, hearing this, says: 'There is no shelter for us here tonight and no food.",Hadith,,گھر میں داخل ہونے کی دعا
60,Guidance,Supplication for settling a debt,2,0,Supplication for settling a debt,2,اللَّهُمَّ اكْفِنِي بِحَلالِكَ عَنْ حَرَامِكَ وَأَغْنِنِي بِفَضْلِكَ عَمَّنْ سِوَاكَ,"""اے اللہ، مجھے اپنے حلال سے اس قدر بے نیاز کر دے کہ میں حرام کا محتاج نہ ہوں، اور اپنی فضلت سے مجھے تیری رضا کے علاوہ کسی کا محتاج نہ بنا۔""","O Allah, suffice me with what You have allowed instead of what You have forbidden, and make me independent of all others besides You.","At-Tirmithi 5/560. See also Al-Albani, Sahih At-Tirmithi 3/180",Hadith,,قرض چکانے کی دعا
60,Guidance,Supplication for settling a debt,2,0,Supplication for settling a debt,2,اللّهُمَّ إِنِّي أَعْوذُ بِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبْنِ، وضَلَعِ الدَّيْنِ وغَلَبَةِ الرِّجال,"""اے اللہ! میں تیری پناہ مانگتا ہوں غم اور افسوس سے، کمزوری اور سستی سے، بخیل ہونے اور بزدل ہونے سے، قرض کے بوجھ سے اور لوگوں کے غلبے سے۔""","O Allah, I seek refuge in You from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from | being overcome by debt and from being overpowered by men (i .e. other people).[2]",Al-Bukhaaree 7/157,Quran,,قرض چکانے کی دعا
61,Protection,Supplication During a wind storm,1,0,Supplication During a wind storm,1,اللّهُمَّ إِنَّي أَسْأَلُكَ خَيْرَها، وَأَعوذُ بِكَ مِنْ شَرِّها,"""اے اللہ! میں تجھ سے اس کی بھلا ئی مانگتا ہوں، اور اس کے برے اثرات سے تیری پناہ چاہتا ہوں۔""","O Allah , I ask You for the good of it and seek refuge in You against its evil.[1]"," Abu Dawud 4/326, Ibn Majah 2/1228. See also Al-Albani, Sahih Ibn Mjjah 2/305",Hadith,,آندھی کے وقت کی دعا
62,Protection,Supplication Upon hearing thunder,1,0,Supplication Upon hearing thunder,1,سُبْحانَ الّذي يُسَبِّحُ الرَّعْدُ بِحَمْدِهِ، وَالملائِكةُ مِنْ خيفَته,"""پاک ہے وہ (اللہ) جس کی تسبیح (رعد) بجاتا ہے اس کی حمد کے ساتھ، اور فرشتے اس کے خوف سے۔""",Glory is to Him Whom thunder and angels glorify due to fear of Him.,"Abdullah bin Zubair (RA) would hear thunder, he would abandon all conversation and say this supplication. See Al-Muwatta' conversation and say this supplication. See Al-Muwatta' graded authentic by Al-Albani as a statement of Abdullah bin Zubayr only.",Hadith,,گرج سن کر کی جانے والی دعا
63,Protection,Supplication for rain,1,0,Supplication for rain,1,اللّهُمَّ اسْقِ عِبادَكَ وَبَهائِمَك، وَانْشُرْ رَحْمَتَكَ وَأَحْيِي بَلَدَكَ المَيِّت,"""اے اللہ! اپنے بندوں اور ان کے مویشیوں کو پانی پلا، اپنی رحمت کو پھیلا دے، اور تیرے ملک کو زندہ کر دے۔""","O Allaah, relieve us, O Allaah, relieve us, O Allaah, relieve us.", Abu Dawud 1/305. Al-Albani graded it good in Sahih Abu Dawud 1/218.,Hadith,,بارش کے لیے دعا
64,Guidance,Supplication When it rains,1,0,Supplication When it rains,1,اللّهُمَّ صَيِّباً نافِعاً,"""اے اللہ! ہمیں مفید اور برکت والی بارش عطا فرما۔""","O Allah, (bring) beneficial rain clouds.","Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 2/518",Hadith,,بارش ہونے پر کی جانے والی دعا
65,Travel,Supplication for entering the home,1,0,Supplication for entering the home,1,اللّهُمَّ إِنِّي أَعوذُ بِكَ أَنْ أَضِلَّ أَوْ أُضَلَّ، أَوْ أَِلَّ أَوْ أُزَلَّ، أَوْ أَظْلِمَ أَوْ أُظْلَم، أَوْ أَجْهَلَ أَوْ يُجْهَلَ عَلَيَّ,"""اے اللہ! میں تیری پناہ مانگتا ہوں کہ میں گمراہ ہوں یا گمراہی میں مبتلا ہوں، یا غلطی کروں یا مجھے غلطی پر لگا دیا جائے، یا میں ظلم کروں یا مجھ پر ظلم کیا جائے، یا جاہل بنوں یا میرے ساتھ جاہلوں جیسا سلوک کیا جائے۔""","O Allah, I seek refuge in You lest I misguide others, or I am misguided by others, lest I cause others to err or I am caused to err, lest Iabuse others or be abused, and lest I behave foolishly or meet with the foolishness of others."," Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/336",Hadith,,گھر میں داخل ہونے کی دعا
66,Gratitude,Supplication After rainfall,1,0,Supplication After rainfall,1,مُطِرْنا بِفَضْلِ اللهِ وَرَحْمَتِه,"""ہم پر بارش ہوئی اللہ کے فضل اور رحمت سے۔""",It has rained by the bounty of Allah and His mercy,Al-Bukhari ,Hadith,1/205,بارش کے بعد کی دعا
67,Protection,Supplication Asking for clear skies,1,0,Supplication Asking for clear skies,1,اللّهُمَّ حَوالَيْنا وَلا عَلَيْنا، اللّهُمَّ عَلى الآكامِ وَالظِّراب، وَبُطونِ الأوْدِية، وَمَنابِتِ الشَّجر,"""اے اللہ! ہم پر نہیں، بلکہ ہمارے ارد گرد بارش برسا، اے اللہ! پہاڑیوں، کھیتوں کی زمینوں، وادیوں کے اندر اور درختوں کے جڑوں پر بارش برسا۔""","O Allah, let it pass us and not fall upon us, but upon the hills and mountains, and the center of the valleys, and upon the forested lands.","Al-Bukhari 1/224, Muslim 1/614",Hadith,,صاف آسمان کی دعا
68,Occasion,Supplication Upon sighting the crescent moon,1,0,Supplication Upon sighting the crescent moon,1,اللهُ أَكْبَر، اللّهُمَّ أَهِلَّهُ عَلَيْنا بِالأمْنِ وَالإيمان، والسَّلامَةِ والإسْلام، وَالتَّوْفيقِ لِما تُحِبُّ رَبَّنا وَتَرْضى، رَبُّنا وَرَبُّكَ الله,"""اللہ سب سے بڑا ہے، اے اللہ! اس نئے مہینے کو ہمارے لیے امن، ایمان، سلامتی اور اسلام کے ساتھ برکت دے، اور ہمیں وہ کامیابی دے جو تُو اپنے رب کے طور پر پسند کرتا ہے اور جس پر راضی ہوتا ہے، ہمارا رب اور تمہارا رب اللہ ہے۔""","Allah is the Most Great . O Allah, bring us the new moon with security and Faith, with peace and in Islam, and in harmony with what our Lord loves and what pleases Him. Our Lord and your Lord is Allah.","At-Tirmithi 5/504, Ad-Darimi 1/336. See also Al-Albani, Sahih At-Tirmithi 3/157.",Hadith,,ہلال دیکھنے پر دعا
69,Fasting,Supplication Upon breaking fast,1,0,Supplication Upon breaking fast,1,ذَهَبَ الظَّمَأُ، وَابْتَلَّتِ العُروق، وَثَبَتَ الأجْرُ إِنْ شاءَ الله,"""پیاس ختم ہو گئی، رگیں تر ہو گئیں، اور ان شاء اللہ (اللہ کی مرضی سے) اجر ثابت ہو گیا۔""","The thirst is gone, the veins are moistened and the reward is confirmed, if Allah wills.","Abu Dawud 2/306 and others. See also Al- Albani, Sahihul-Jami' As-Saghir 4/209.",Hadith,,روزہ افطار کرتے وقت کی دعا
70,Guidance,Supplication of the guest for the host,1,0,Supplication of the guest for the host,1,اللّهُمَّ بارِكْ لَهُمْ فيما رَزَقْتَهُم، وَاغْفِرْ لَهُمْ وَارْحَمْهُمْ,"""اے اللہ! جو رزق تُو نے انہیں دیا ہے اس میں برکت ڈال، اور انہیں معاف فرما، اور ان پر رحم فرما۔""","O Allah, bless them in what You have provided for them, and forgive them and have mercy on them.",Muslim 3/1615.,Hadith,,مہمان کی میزبان کے لیے دعا
71,Daily,Supplication said to one offering a drink or to one who intended to do that,1,0,Supplication said to one offering a drink or to one who intended to do that,1,اللّهُمَّ أَطْعِمْ مَن أَطْعَمَني، وَاسْقِ مَن سقاني,"""اے اللہ! جس نے مجھے کھلایا، اُسے کھلائیے، اور جس نے مجھے پلایا، اُسے پلائیے۔""","O Allah, feed the one who has fed me and drink to the one who has given me drink.",Muslim 3/126.,Hadith,,کسی کے مشروب پیش کرنے یا ارادہ کرنے پر کی جانے والی دعا
72,Guidance,Supplication said upon seeing the early or premature fruit,1,0,Supplication said upon seeing the early or premature fruit,1,اللّهُمَّ بارِكْ لَنا في ثَمَرِنا، وَبارِكْ لَنا في مَدينَتِنا، وَبارِكْ لَنا في صاعِنا، وَبارِكْ لَنا في مُدِّنا,"""اے اللہ! ہمارے پھلوں میں برکت دے، اور ہمارے شہر میں برکت دے، اور ہمارے صاع (مقدار) میں برکت دے، اور ہمارے مَد (مقدار) میں برکت دے۔""","O Allah, bless us in our dates and bless us in our town, bless us in our Sa' and in our Mudd.","Muslim 2/1000 (Sa' and Mudd are both dry measures used for agricultural produce by the Arabs in the Prophet's time. Of the two, the So.'was the larger measure.)",Hadith,,پھل کے آغاز پر دیکھنے پر کی جانے والی دعا
73,Gratitude,Supplication Upon sneezing,1,0,Supplication Upon sneezing,1,الْحَمْدُ للهِ,"""تمام تعریفیں اللہ کے لیے ہیں۔""",All praises and thanks are to Allah.,AL-Bukhari  7/125,Hadith,,چھینک آنے پر کی جانے والی دعا
74,Occasion,Supplication said to the newlywed,1,0,Supplication said to the newlywed,1,بارَكَ اللهُ لَك، وَبارَكَ عَلَيْك، وَجَمَعَ بَيْنَكُما في خَيْر,اللہ تمہارے لیے برکت دے، تم پر برکت نازل فرمائے، اور تم دونوں کو بھلائی پر جمع رکھے۔,"May Allah bless you, and shower His blessings upon you, and join you together in goodness.","Abu Dawud, Ibn Majah and At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 1/316.",Hadith,,نئے شادی شدہ کو کہی جانے والی دعا
75,Occasion,Supplication The groom's supplication on the wedding night or when buying an animal,1,0,supplication The groom's supplication on the wedding night or when buying an animal,1,اللّهُمَّ إِنَّي أَسْأَلُكَ خَيْرَها، وَخَيْرَ ما جَبَلْتَها عَلَيْه، وَأَعوذُ بِكَ مِنْ شَرِّها، وَشَرِّ ما جَبَلْتَها عَلَيْه,اے اللہ! میں تجھ سے اس (عورت) کی بھلائی اور جس فطرت پر تُو نے اسے پیدا کیا ہے، اس کی بھلائی مانگتا ہوں، اور میں تیری پناہ چاہتا ہوں اس کے شر سے اور جس فطرت پر تُو نے اسے پیدا کیا ہے، اس کے شر سے۔,"O Allah, I ask You for the goodness of her and the goodness upon which You have created her, and I seek refuge in You from the evil of her and from the evil upon which You have created her.","Abu Dawud 2/248 and Ibn Majah 1/617. See also Al-Albani, Sahih Ibn Majah 1/324",Hadith,,دلہا کی شادی کی رات یا جانور خریدتے وقت کی دعا
76,Protection,Supplication Before sexual intercourse,1,0,supplication Before sexual intercourse,1,بِسْمِ الله اللّهُمَّ جَنِّبنا الشَّيْطانَ، وَجَنِّبِ الشَّيْطانَ ما رَزَقْتَنا,اللہ کے نام سے (شروع کرتا ہوں)، اے اللہ! ہمیں شیطان سے بچا اور شیطان کو اُس چیز سے دور رکھ جو تُو نے ہمیں عطا کی ہے۔,"With the Name of Allah. O Allah, keep the I Devil away from us and keep the Devil away from that which You provide for us.","Al-Bukhari 6/141, Muslim 2/1028.",Hadith,,ہمبستری سے پہلے کی دعا
77,Guidance,Supplication When angry,1,0,supplication When angry,1,أَعوذُ بِاللهِ مِنَ الشَّيْطانِ الرَّجيم,میں اللہ کی پناہ مانگتا ہوں شیطان مردود سے۔,I seek refuge in Allah from Satan the outcast.,"Al-Bukhari 7/99, Muslim 4/2015.",Hadith,,غصے کے وقت کی دعا
78,Trials,Supplication said upon seeing someone in trial or tribulation,1,0,Supplication said upon seeing someone in trial or tribulation,1,الْحَمْدُ للهِ الّذي عافاني مِمّا ابْتَلاكَ بِهِ، وَفَضَّلَني عَلى كَثيرٍ مِمَّنْ خَلَقَ تَفْضيلا,تمام تعریفیں اللہ کے لیے ہیں جس نے مجھے اُس آزمائش سے محفوظ رکھا جس میں تجھے مبتلا کیا، اور اپنی بہت سی مخلوقات پر مجھے فضیلت دی۔,"Praise is to Allah Who has spared me what He has afflicted you with, and preferred me greatly above much of what He has created.","At-Tirmithi 5/493,4. See also Al-Albani, Sahih At-Tirmithi 3/153.",Hadith,,کسی مصیبت زدہ کو دیکھ کر کی جانے والی دعا
79,Occasion,Supplication Remembrance said at a sitting or gathering etc.,1,0,Supplication Remembrance said at a sitting or gathering etc.,1,رَبِّ اغْفِرْ لي، وَتُبْ عَلَيَّ، إِنَّكَ أَنْتَ التَّوّابُ الغَفور,اے میرے رب! مجھے بخش دے اور میری توبہ قبول فرما، بے شک تو ہی توبہ قبول کرنے والا بہت بخشنے والا ہے۔,"My Lord, forgive me and accept my repentance, You are the Ever-Relenting, the All-Forgiving.","Sahih Ibn Majah 2/321. See also Al-Albani, Sahih At-Tirmithi 3/153.",Hadith,,محفل یا مجلس میں پڑھی جانے والی دعا
80,Occasion,Supplication for the expiation of sins said at the conclusion of a sitting or gathering etc.,1,0,Supplication for the expiation of sins said at the conclusion of a sitting or gathering etc.,1,سُبْحانَكَ اللّهُمَّ وَبِحَمدِك، أَشْهَدُ أَنْ لا إِلهَ إِلاّ أَنْتَ أَسْتَغْفِرُكَ وَأَتوبُ إِلَيْك,پاک ہے تُو، اے اللہ! اور تیری حمد کے ساتھ، میں گواہی دیتا ہوں کہ تیرے سوا کوئی معبود نہیں، میں تجھ سے مغفرت مانگتا ہوں اور تیری طرف توبہ کرتا ہوں۔,"Glory is to You, O Allah, and praise is to You. I bear witness that there is none worthy of worship but You. I seek Your forgiveness and repent to You.",See also Ahmad 6/77,Hadith,,محفل یا مجلس کے اختتام پر گناہوں کے کفارے کی دعا
81,Repentance,Supplication Returning a supplication of forgiveness,1,0,Supplication Returning a supplication of forgiveness,1,غَفَرَ اللهُ لَكَ,اللہ تمہیں معاف کرے۔,"May Allaah forgive you, O Messenger of Allaah.'",Ahmad 5/82,Hadith,,کسی کی مغفرت کی دعا لوٹانا
82,Gratitude,Supplication said to one who does you a favour,1,0,Supplication said to one who does you a favour,1,جَزاكَ اللهُ خَيْراً,اللہ تمہیں بہترین جزا دے۔,May Allah reward you with good.,"At-Tirmithi (no. 2035). See also Al-Albani, Sahih At-Tirmithi 2/200 and Sahihul-Jami' (no. 6244).",Hadith,,احسان کرنے والے کے لیے دعا
83,Gratitude,"Supplication said to one who pronounces his love for you, for Allaah's sake",1,0,"Supplication said to one who pronounces his love for you, for Allaah's sake",1,أَحَبَّكَ الّذي أَحْبَبْتَني لَه,جس نے تمہیں مجھ سے محبت کی، اللہ بھی تمہیں محبت کرے۔,"May He for Whose sake you love me, love you.",Abu Dawud 4/333. Al-Albani graded it good in Sahih Abu Dawud 3/965.,Hadith,,اللہ کی خاطر محبت کے اظہار پر کی جانے والی دعا
84,Gratitude,Supplication What to say upon receiving pleasing or displeasing news,1,0,Supplication What to say upon receiving pleasing or displeasing news,1,الْحَمْدُ للهِ الَّذي بِنعْمَتِهِ تَتِمُّ الصّالِحات,تمام تعریفیں اللہ کے لیے ہیں جس کی نعمت سے نیک عمل مکمل ہوتے ہیں۔,Praise is to Allah Who by His blessings all good things are perfected.," Ibn As-Sunni, 'Amalul-Yawm wal-Laylah, and Al-Hakim who graded it authentic 1/499. See also Al-Albani, Sahihul-Jami' As-Saghir 4/201.",Hadith,,خوشخبری یا ناخوشخبری پر پڑھی جانے والی دعا
85,Repentance,Supplication said for one you have insulted,1,0,Supplication said for one you have insulted,1,اللهُمَّ فأَيُّمَا مُؤْمِنٍ سَبَبْتُهُ فَاجْعَلْ ذَلِكَ لهُ قُرْبةً إليكَ يَوْمَ القِيَامةِ,اے اللہ! تو جس بھی مومن کو میں نے گالی دی ہو، تو اُسے قیامت کے دن تیری قربت کا سبب بنا دے۔,"O Allah, whomever of the believers I have abused, give him the reward of a sacrificial slaughter for it on the Day of Resurrection.","Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 11/171, Muslim 4/2007. The wording in Muslim's report is: 'make it a purification for him and a source of mercy.",Hadith,,جس کو گالی دی ہو اس کے لیے دعا
86,Daily,Supplication What to say when startled,1,0,Supplication What to say when startled,1,لا إلهَ إلاّ اللهُ,اللہ کے سوا کوئی معبود نہیں۔,There is none worthy of worship but Allah!,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 6/181, Muslim 4/2208.",Hadith,,چونکنے پر کی جانے والی دعا
87,Fasting,Supplication For Iftaar Fasting,1,0,Supplication For Iftaar Fasting,1,اللَّهُمَّ لَكَ صُمْتُ وَعَلَى رِزْقِكَ أَفْطَرْتُ,اے اللہ! میں نے تیری رضا کی خاطر روزہ رکھا اور تیرے رزق پر افطار کیا۔,"O Allah, I fasted for You and broke my fast with Your provisions.
",Sunan Abu Dawood 2358,Hadith,,افطار کی دعا
88,Daily,Dua for Rizq,1,0,Dua for Rizq,1,اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْمًا نَافِعًا، ‏‏‏‏‏‏وَرِزْقًا طَيِّبًا، ‏‏‏‏‏‏وَعَمَلًا مُتَقَبَّلًا,اے اللہ! میں تجھ سے مفید علم، پاکیزہ رزق اور قبول شدہ عمل کی دعا گو ہوں۔,"O Allah, I ask You for beneficial knowledge, goodly provision and acceptable deeds
",Sunan Ibn Majah 925,Hadith,,رزق کی دعا
89,Guidance,"Hajat ki Dua/Dua e Hajat in Arabic",1,0,"Hajat ki Dua/Dua e Hajat in Arabic",1,لَا إِلَهَ إِلَّا اللَّهُ الْحَلِيمُ الْكَرِيمُ، ‏‏‏‏‏‏سُبْحَانَ اللَّهِ رَبِّ الْعَرْشِ الْعَظِيمِ، ‏‏‏‏‏‏الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ، ‏‏‏‏‏‏أَسْأَلُكَ مُوجِبَاتِ رَحْمَتِكَ، ‏‏‏‏‏‏وَعَزَائِمَ مَغْفِرَتِكَ، ‏‏‏‏‏‏وَالْغَنِيمَةَ مِنْ كُلِّ بِرٍّ، ‏‏‏‏‏‏وَالسَّلَامَةَ مِنْ كُلِّ إِثْمٍ، ‏‏‏‏‏‏لَا تَدَعْ لِي ذَنْبًا إِلَّا غَفَرْتَهُ، ‏‏‏‏‏‏وَلَا هَمًّا إِلَّا فَرَّجْتَهُ، ‏‏‏‏‏‏وَلَا حَاجَةً هِيَ لَكَ رِضًا إِلَّا قَضَيْتَهَا يَا أَرْحَمَ الرَّاحِمِينَ,"اللہ کے سوا کوئی معبود نہیں، وہ بڑا بردبار، کریم ہے، پاک ہے اللہ جو عرش عظیم کا رب ہے، تمام تعریفیں اللہ کے لیے جو تمام جہانوں کا رب ہے۔
میں تجھ سے تیری رحمت کی وہ باتیں مانگتا ہوں جو تجھے پسند ہوں، تیری مغفرت کی قطعی عزمیں، ہر بھلے کام کی غنیمت اور ہر گناہ سے بچاؤ کی دعا گو ہوں۔
میرے تمام گناہوں کو معاف کر دے، میری پریشانیوں کو دور کر دے، اور میری ہر ضرورت جو تیری رضا کے مطابق ہو، اسے پورا کر دے، اے سب سے زیادہ رحم کرنے والے۔","None has the right to be worshiped but Allah. Al-Halim (the Forbearing) Al-Karim (the Generous). Glorious is Allah, Lord of the Magnificent Throne. All praise is due to Allah, Lord of the worlds. I ask You for that which warrants Your mercy, and that which will determine Your forgiveness, and the spoils (fruits) of every righteous deed, and safety from every sin; do not leave a sin for me without forgiving it, nor a worry without relieving it. Or a need that pleases you without granting it. O Most-Merciful of those who have mercy.",Jami at Tirmidhi 479,Hadith,,حاجت کی دعا / دعا حاجت عربی میں
90,Prayer,Dua after Azan,1,0,Dua after Azan,1,"
اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ وَالصَّلَاةِ الْقَائِمَةِ آتِ مُحَمَّدًا الْوَسِيلَةَ وَالْفَضِيلَةَ وَابْعَثْهُ مَقَامًا مَحْمُودًا الَّذِي وَعَدْتَهُ",اے اللہ! یہ کامل دعوت اور قائم نماز کے رب! محمد ﷺ کو وسیلہ اور فضیلت عطا فرما، اور انہیں وہ مقام محمود دے جو تو نے ان سے وعدہ کیا ہے۔,"O Allah! Lord of this perfect call and of the regular prayer which is going to be established, give Muhammad(ﷺ) the authority of intercession and illustriousness, and raise him to the greatest and highest position in Paradise that You promised him.
",Sahih Bukhari 614,Hadith,,اذان کے بعد کی دعا
91,Guidance,What is said to a kaafir when he sneezes,1,0,What is said to a kaafir when he sneezes,1,يَهْديكُمُ اللهُ وَيُصْلِحُ بالَكُم,اللہ تمہیں ہدایت دے اور تمہارے کاموں کو درست کرے۔,May Allah guide you and set your affairs in order.,"At-Tirmithi 5/82, Ahmad 4/400, Abu Dawud 4/ 308. See also Al-Albani, Sahih At-Tirmithi 2/354.",Hadith,,کافر کے چھینکنے پر کیا کہا جائے
92,Daily,Returning a greeting to a kaafir,1,0,Returning a greeting to a kaafir,1,وَعَلَيْكُمْ,اور تم پر بھی۔,And upon you.,"Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-Bari 11/42, Muslim 4/1705.",کافر کو سلام کا جواب دینا
93,Fasting,When insulted while fasting,1,0,When insulted while fasting,1,"إنِّي صَائِمٌ , إنِّي صَائِمٌ",بیشک میں روزہ دار ہوں، بیشک میں روزہ دار ہوں۔,I am fasting . I am fasting.,"Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-BAri 4/103, Muslim 2/806.",روزے کی حالت میں گالی دی جائے
94,Guidance,When slaughtering or offering a sacrifice,1,0,When slaughtering or offering a sacrifice,1,بِسْمِ اللهِ واللهُ أَكْبَرُ اللَّهُمَّ مِنْكَ ولَكَ اللَّهُمَّ تَقَبَّلْ مِنِّي,"اللہ کے نام سے، اللہ سب سے بڑا ہے۔
اے اللہ! یہ تیری طرف سے ہے اور تیرے لئے ہے۔
اے اللہ! اسے مجھ سے قبول فرما۔","With the Name of Allah, Allah is the Most Great! [O Allah, from You and to You.] O Allah, accept it from me.",Muslim 3/,Hadith,"1557, Al-Bayhaqi 9/287.",ذبح یا قربانی کرتے وقت
95,Illness,When visiting the sick,1,0,When visiting the sick,1,أَسْأَلُ اللهَ العَظيم، رَبَّ العَرْشِ العَظيم أَنْ يَشْفيك. (سبع مرات),میں اللہ عظیم سے، جو عرش عظیم کا رب ہے، اس بات کی دعا گو ہوں کہ وہ تمہیں شفا دے۔ (سات بار),"I ask Almighty Allah, Lord of the Magnificent Throne, to make you well. (Recite seven times in Arabic.","At-Tirmithi, Abu Dawud. See also Al-Albani, Sahih At-Tirmithi 2/210 and Sahihul-Jami' As-Saghir 5/180.",Hadith,,مریض کی عیادت پر
96,Illness,Supplication of the sick who have renounced all hope of life,1,0,Supplication of the sick who have renounced all hope of life,1,اللّهُمَّ اغْفِرْ لي وَارْحَمْني وَأَلْحِقْني بِالرَّفيقِ الأَعْلى,اللہُمّ! میری مغفرت فرما، مجھ پر رحم کر، اور مجھے بلند تر رفیق سے ملا دے۔,"O Allah, forgive me and have mercy upon me and join me with the highest companions (in Paradise).","Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-Bari 8/144.",وہ مریض جس نے زندگی سے امید چھوڑ دی ہو
97,Illness,Instruction for the one nearing death,1,0,Instruction for the one nearing death,1,لا إلهَ إلاّ الله,اللہ کے سوا کوئی معبود نہیں۔,There is none worthy of worship but Allah. ... will enter Paradise.,Abu Dawud,Hadith,"3/190. See also Al-Albani, Sahihul-Jami' As-Saghir 5/432.",مرنے کے قریب شخص کے لیے ہدایت
