id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter
45,Trials,Supplication  for Strength and Patience,1,0,Supplication  for Strength and Patience,1,رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَثَبِّتْ أَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِينَ,,"""Our Lord, pour upon us patience, plant firmly our feet, and give us victory over the disbelieving people.""",Surah Al-Baqarah (2:250),Hadith,
46,Guidance,Supplication for Steadfastness on the Path of Allah,1,0,Supplication for Steadfastness on the Path of Allah,1,رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ,,"""Our Lord, pour upon us patience and let us die as Muslims in submission to You.""",This du’a was recited by the magicians who accepted Islam after seeing the miracle of Prophet Musa (peace be upon him).,Hadith,Surah Al-A'raf (7:126)
47,Gratitude,Supplication for Ease in Affairs,1,0,Supplication for Ease in Affairs,1,حَسْبُنَا اللَّهُ وَنِعْمَ الْوَكِيلُ,,"""Sufficient for us is Allah, and He is the best Disposer of affairs.""",,Hadith,Surah Aal-E-Imran (3:173)
48,Daily,Supplication for Knowledge,1,0,Supplication for Knowledge,1,رَبِّ زِدْنِي عِلْمًا,,"""My Lord, increase me in knowledge.""",,Quran,Surah Taha (20:114)
49,Travel,Supplication for Entrance and Exit,1,0,Supplication for Entrance and Exit,1,رَبِّ أَدْخِلْنِي مُدْخَلَ صِدْقٍ وَأَخْرِجْنِي مُخْرَجَ صِدْقٍ وَاجْعَلْ لِي مِنْ لَدُنْكَ سُلْطَانًا نَصِيرًا,,"""My Lord, cause me to enter a sound entrance and to exit a sound exit, and grant me from Yourself a supporting authority.""",,Quran,Surah Al-Isra (17:80)
50,Protection,Supplication for protection during the travel,1,0,Supplication for protection during the travel,1, سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ  وَإِنَّا إِلَى رَبِّنَا لَمُنقَلِبُونَ,,"""Glory is to Him Who has subjected this (transport) to us, and we could not have (otherwise) subdued it. And indeed, to our Lord, we will surely return.""",,Hadith,Sahih Bukhari Hadith Number: 27:55
51,Trials,Supplication for Strength Against Trials,1,0,Supplication for Strength Against Trials,1,حَسْبِيَ اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ ۖ عَلَيْهِ تَوَكَّلْتُ ۖ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ,,"""Sufficient for me is Allah; there is no deity except Him. On Him I have relied, and He is the Lord of the Great Throne.""",,Quran,Surah At-Tawbah (9:129)
52,Protection,Supplication for Protection from Evil,1,0,Supplication for Protection from Evil,1,وَقُلْ رَبِّ أَعُوذُ بِكَ مِنْ هَمَزَاتِ الشَّيَاطِينِوَأَعُوذُ بِكَ رَبِّ أَنْ يَحْضُرُونِ,,"""And say, 'My Lord, I seek refuge in You from the incitements of the devils, and I seek refuge in You, my Lord, lest they be present with me.'""",,Quran,Surah Al-Mu’minun (23:97-98)
53,Trials,Supplication for Relief from Hardship,1,0,Supplication for Relief from Hardship,1,لَا إِلَهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,,"""There is no deity except You; exalted are You. Indeed, I have been of the wrongdoers.""",,Quran,Surah Al-Anbiya (21:87)
54,Travel,Supplication for leaving the home,1,0,Supplication for leaving the home,1,اللّهُمَّ إِنِّي أَعوذُ بِكَ أَنْ أَضِلَّ أَوْ أُضَلَّ، أَوْ أَزِلَّ أَوْ أُزلَّ، أَوْ أَظْلِمَ أَوْ أُظْلَم، أَوْ أَجْهَلَ أَوْ يُجْهَلَ عَلَيَّ,,"O Allah, I seek refuge in You lest I misguide others, or I am misguided by others, lest I cause others to err or I am caused to err, lest Iabuse others or be abused, and lest I behave foolishly or meet with the foolishness of others.","Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/336",Hadith,
55,Dressing,Supplication When wearing a garment,1,0,Supplication When wearing a garment,1,الْحَمْدُ للهِ الَّذِي كَسَانِي هَذَا (القَّوْبَ) وَرَزَقَنِيهِ مِنْ غَيْرِ حَوْلٍ مِنِّي وَلا قُوَّة,,"All Praise is for Allaah who has clothed me with this [garment] and provided it for me, with no power nor might from myself.","Al-Bukhari, Muslim, Abu Dawud, Ibn Majah, At-Tirmithi. See also 'Irwa'ul-Ghalil 7/47",Hadith,
56,Dressing,Supplication When wearing a new garment,1,0,Supplication When wearing a new garment,1,اللهُمَّ لَكَ الْحَمْدُ أنْتَ كَسَوْتَنِيهِ، أَسْأَلُكَ مِنْ خَيْرِهِ وَخَيْرِ مَا صُنِعَ لَهُ، وَأَعُوْذُ بِكَ مِنْ شَرِّهِ وَشَرِّ مَا صُنِعَ لَهُ,,"O Allaah, for You is all praise, You have clothed me with it, I ask You for the good of it and the good for which it was made, and I seek refugewith You from the evil of it and the evil for which it was made"," Abu Dawud and At-Tirmithi. See also Al-Albani, Mukhtasar Shamd'il At-Tirmithi, p. 47",Hadith,
57,Dressing,Supplication said to someone wearing a new garment,1,0,Supplication said to someone wearing a new garment,1,تُبْلي وَيُخْلِفُ اللهُ تَعَالى,,May you wear it out and Allaah (Ta'aala) replace it [with another],Abu Dawud 4/41. See also Al-Albani Sahih Abu Dawud 2/760.,Hadith,
58,Dressing,Supplication Before undressing,1,0,Supplication Before undressing,1,بِسْمِ الله,,In the name of Allaah,"At-Tirmithi 2/505, among others. See 'Irwa'ul Ghalil no. 49 and Sahihul-Jami' 3/203",Hadith,
59,Daily,Supplication Upon entering the home,1,0,Supplication Upon entering the home,1,بِسْمِ اللهِ وَلَجْنا، وَبِسْمِ اللهِ خَرَجْنا، وَعَلى رَبِّنا تَوَكّلْنا,,"In the Name of Allah we enter , in the Name of Allah we leave, and upon our Lord we depend [then say As-Salaamu 'Alaykum to those present].","Abu Dawud 4/325. Muslim {Hadith no. 2018) says that one should mention the Name of Allah when entering the home and when beginning to eat; and that the devil, hearing this, says: 'There is no shelter for us here tonight and no food.",Hadith,
60,Guidance,Supplication for settling a debt,2,0,Supplication for settling a debt,2,اللَّهُمَّ اكْفِنِي بِحَلالِكَ عَنْ حَرَامِكَ وَأَغْنِنِي بِفَضْلِكَ عَمَّنْ سِوَاكَ,,"O Allah, suffice me with what You have allowed instead of what You have forbidden, and make me independent of all others besides You.","At-Tirmithi 5/560. See also Al-Albani, Sahih At-Tirmithi 3/180",Hadith,
60,Guidance,Supplication for settling a debt,2,0,Supplication for settling a debt,2,اللّهُمَّ إِنِّي أَعْوذُ بِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبْنِ، وضَلَعِ الدَّيْنِ وغَلَبَةِ الرِّجال,,"O Allah, I seek refuge in You from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from | being overcome by debt and from being overpowered by men (i .e. other people).[2]",Al-Bukhaaree 7/157,Quran,
61,Protection,Supplication During a wind storm,1,0,Supplication During a wind storm,1,اللّهُمَّ إِنَّي أَسْأَلُكَ خَيْرَها، وَأَعوذُ بِكَ مِنْ شَرِّها,,"O Allah , I ask You for the good of it and seek refuge in You against its evil.[1]"," Abu Dawud 4/326, Ibn Majah 2/1228. See also Al-Albani, Sahih Ibn Mjjah 2/305",Hadith,
62,Protection,Supplication Upon hearing thunder,1,0,Supplication Upon hearing thunder,1,سُبْحانَ الّذي يُسَبِّحُ الرَّعْدُ بِحَمْدِهِ، وَالملائِكةُ مِنْ خيفَته,,Glory is to Him Whom thunder and angels glorify due to fear of Him.,"Abdullah bin Zubair (RA) would hear thunder, he would abandon all conversation and say this supplication. See Al-Muwatta' conversation and say this supplication. See Al-Muwatta' graded authentic by Al-Albani as a statement of Abdullah bin Zubayr only.",Hadith,
63,Protection,Supplication for rain,1,0,Supplication for rain,1,اللّهُمَّ اسْقِ عِبادَكَ وَبَهائِمَك، وَانْشُرْ رَحْمَتَكَ وَأَحْيِي بَلَدَكَ المَيِّت,,"O Allaah, relieve us, O Allaah, relieve us, O Allaah, relieve us.", Abu Dawud 1/305. Al-Albani graded it good in Sahih Abu Dawud 1/218.,Hadith,
64,Guidance,Supplication When it rains,1,0,Supplication When it rains,1,اللّهُمَّ صَيِّباً نافِعاً,,"O Allah, (bring) beneficial rain clouds.","Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 2/518",Hadith,
65,Travel,Supplication for entering the home,1,0,Supplication for entering the home,1,اللّهُمَّ إِنِّي أَعوذُ بِكَ أَنْ أَضِلَّ أَوْ أُضَلَّ، أَوْ أَِلَّ أَوْ أُزَلَّ، أَوْ أَظْلِمَ أَوْ أُظْلَم، أَوْ أَجْهَلَ أَوْ يُجْهَلَ عَلَيَّ,,"O Allah, I seek refuge in You lest I misguide others, or I am misguided by others, lest I cause others to err or I am caused to err, lest Iabuse others or be abused, and lest I behave foolishly or meet with the foolishness of others."," Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/336",Hadith,
66,Gratitude,Supplication After rainfall,1,0,Supplication After rainfall,1,مُطِرْنا بِفَضْلِ اللهِ وَرَحْمَتِه,,It has rained by the bounty of Allah and His mercy,Al-Bukhari ,Hadith,1/205
67,Protection,Supplication Asking for clear skies,1,0,Supplication Asking for clear skies,1,اللّهُمَّ حَوالَيْنا وَلا عَلَيْنا، اللّهُمَّ عَلى الآكامِ وَالظِّراب، وَبُطونِ الأوْدِية، وَمَنابِتِ الشَّجر,,"O Allah, let it pass us and not fall upon us, but upon the hills and mountains, and the center of the valleys, and upon the forested lands.","Al-Bukhari 1/224, Muslim 1/614",Hadith,
68,Occasion,Supplication Upon sighting the crescent moon,1,0,Supplication Upon sighting the crescent moon,1,اللهُ أَكْبَر، اللّهُمَّ أَهِلَّهُ عَلَيْنا بِالأمْنِ وَالإيمان، والسَّلامَةِ والإسْلام، وَالتَّوْفيقِ لِما تُحِبُّ رَبَّنا وَتَرْضى، رَبُّنا وَرَبُّكَ الله,,"Allah is the Most Great . O Allah, bring us the new moon with security and Faith, with peace and in Islam, and in harmony with what our Lord loves and what pleases Him. Our Lord and your Lord is Allah.","At-Tirmithi 5/504, Ad-Darimi 1/336. See also Al-Albani, Sahih At-Tirmithi 3/157.",Hadith,
69,Fasting,Supplication Upon breaking fast,1,0,Supplication Upon breaking fast,1,ذَهَبَ الظَّمَأُ، وَابْتَلَّتِ العُروق، وَثَبَتَ الأجْرُ إِنْ شاءَ الله,,"The thirst is gone, the veins are moistened and the reward is confirmed, if Allah wills.","Abu Dawud 2/306 and others. See also Al- Albani, Sahihul-Jami' As-Saghir 4/209.",Hadith,
70,Guidance,Supplication of the guest for the host,1,0,Supplication of the guest for the host,1,اللّهُمَّ بارِكْ لَهُمْ فيما رَزَقْتَهُم، وَاغْفِرْ لَهُمْ وَارْحَمْهُمْ,,"O Allah, bless them in what You have provided for them, and forgive them and have mercy on them.",Muslim 3/1615.,Hadith,
71,Daily,Supplication said to one offering a drink or to one who intended to do that,1,0,Supplication said to one offering a drink or to one who intended to do that,1,اللّهُمَّ أَطْعِمْ مَن أَطْعَمَني، وَاسْقِ مَن سقاني,,"O Allah, feed the one who has fed me and drink to the one who has given me drink.",Muslim 3/126.,Hadith,
72,Guidance,Supplication said upon seeing the early or premature fruit,1,0,Supplication said upon seeing the early or premature fruit,1,اللّهُمَّ بارِكْ لَنا في ثَمَرِنا، وَبارِكْ لَنا في مَدينَتِنا، وَبارِكْ لَنا في صاعِنا، وَبارِكْ لَنا في مُدِّنا,,"O Allah, bless us in our dates and bless us in our town, bless us in our Sa' and in our Mudd.","Muslim 2/1000 (Sa' and Mudd are both dry measures used for agricultural produce by the Arabs in the Prophet's time. Of the two, the So.'was the larger measure.)",Hadith,
73,Gratitude,Supplication Upon sneezing,1,0,Supplication Upon sneezing,1,الْحَمْدُ للهِ,,All praises and thanks are to Allah.,AL-Bukhari  7/125,Hadith,
74,Occasion,Supplication said to the newlywed,1,0,Supplication said to the newlywed,1,بارَكَ اللهُ لَك، وَبارَكَ عَلَيْك، وَجَمَعَ بَيْنَكُما في خَيْر,,"May Allah bless you, and shower His blessings upon you, and join you together in goodness.","Abu Dawud, Ibn Majah and At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 1/316.",Hadith,
75,Occasion,Supplication The groom's supplication on the wedding night or when buying an animal,1,0,supplication The groom's supplication on the wedding night or when buying an animal,1,اللّهُمَّ إِنَّي أَسْأَلُكَ خَيْرَها، وَخَيْرَ ما جَبَلْتَها عَلَيْه، وَأَعوذُ بِكَ مِنْ شَرِّها، وَشَرِّ ما جَبَلْتَها عَلَيْه,,"O Allah, I ask You for the goodness of her and the goodness upon which You have created her, and I seek refuge in You from the evil of her and from the evil upon which You have created her.","Abu Dawud 2/248 and Ibn Majah 1/617. See also Al-Albani, Sahih Ibn Majah 1/324",Hadith,
76,Protection,Supplication Before sexual intercourse,1,0,supplication Before sexual intercourse,1,بِسْمِ الله اللّهُمَّ جَنِّبنا الشَّيْطانَ، وَجَنِّبِ الشَّيْطانَ ما رَزَقْتَنا,,"With the Name of Allah. O Allah, keep the I Devil away from us and keep the Devil away from that which You provide for us.","Al-Bukhari 6/141, Muslim 2/1028.",Hadith,
77,Guidance,Supplication When angry,1,0,supplication When angry,1,أَعوذُ بِاللهِ مِنَ الشَّيْطانِ الرَّجيم,,I seek refuge in Allah from Satan the outcast.,"Al-Bukhari 7/99, Muslim 4/2015.",Hadith,
78,Trials,Supplication said upon seeing someone in trial or tribulation,1,0,Supplication said upon seeing someone in trial or tribulation,1,الْحَمْدُ للهِ الّذي عافاني مِمّا ابْتَلاكَ بِهِ، وَفَضَّلَني عَلى كَثيرٍ مِمَّنْ خَلَقَ تَفْضيلا,,"Praise is to Allah Who has spared me what He has afflicted you with, and preferred me greatly above much of what He has created.","At-Tirmithi 5/493,4. See also Al-Albani, Sahih At-Tirmithi 3/153.",Hadith,
79,Occasion,Supplication Remembrance said at a sitting or gathering etc.,1,0,Supplication Remembrance said at a sitting or gathering etc.,1,رَبِّ اغْفِرْ لي، وَتُبْ عَلَيَّ، إِنَّكَ أَنْتَ التَّوّابُ الغَفور,,"My Lord, forgive me and accept my repentance, You are the Ever-Relenting, the All-Forgiving.","Sahih Ibn Majah 2/321. See also Al-Albani, Sahih At-Tirmithi 3/153.",Hadith,
80,Occasion,Supplication for the expiation of sins said at the conclusion of a sitting or gathering etc.,1,0,Supplication for the expiation of sins said at the conclusion of a sitting or gathering etc.,1,سُبْحانَكَ اللّهُمَّ وَبِحَمدِك، أَشْهَدُ أَنْ لا إِلهَ إِلاّ أَنْتَ أَسْتَغْفِرُكَ وَأَتوبُ إِلَيْك,,"Glory is to You, O Allah, and praise is to You. I bear witness that there is none worthy of worship but You. I seek Your forgiveness and repent to You.",See also Ahmad 6/77,Hadith,
81,Repentance,Supplication Returning a supplication of forgiveness,1,0,Supplication Returning a supplication of forgiveness,1,غَفَرَ اللهُ لَكَ,,"May Allaah forgive you, O Messenger of Allaah.'",Ahmad 5/82,Hadith,
82,Gratitude,Supplication said to one who does you a favour,1,0,Supplication said to one who does you a favour,1,جَزاكَ اللهُ خَيْراً,,May Allah reward you with good.,"At-Tirmithi (no. 2035). See also Al-Albani, Sahih At-Tirmithi 2/200 and Sahihul-Jami' (no. 6244).",Hadith,
83,Gratitude,"Supplication said to one who pronounces his love for you, for Allaah's sake",1,0,"Supplication said to one who pronounces his love for you, for Allaah's sake",1,أَحَبَّكَ الّذي أَحْبَبْتَني لَه,,"May He for Whose sake you love me, love you.",Abu Dawud 4/333. Al-Albani graded it good in Sahih Abu Dawud 3/965.,Hadith,
84,Gratitude,Supplication What to say upon receiving pleasing or displeasing news,1,0,Supplication What to say upon receiving pleasing or displeasing news,1,الْحَمْدُ للهِ الَّذي بِنعْمَتِهِ تَتِمُّ الصّالِحات,,Praise is to Allah Who by His blessings all good things are perfected.," Ibn As-Sunni, 'Amalul-Yawm wal-Laylah, and Al-Hakim who graded it authentic 1/499. See also Al-Albani, Sahihul-Jami' As-Saghir 4/201.",Hadith,
85,Repentance,Supplication said for one you have insulted,1,0,Supplication said for one you have insulted,1,اللهُمَّ فأَيُّمَا مُؤْمِنٍ سَبَبْتُهُ فَاجْعَلْ ذَلِكَ لهُ قُرْبةً إليكَ يَوْمَ القِيَامةِ,,"O Allah, whomever of the believers I have abused, give him the reward of a sacrificial slaughter for it on the Day of Resurrection.","Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 11/171, Muslim 4/2007. The wording in Muslim's report is: 'make it a purification for him and a source of mercy.",Hadith,
86,Daily,Supplication What to say when startled,1,0,Supplication What to say when startled,1,لا إلهَ إلاّ اللهُ,,There is none worthy of worship but Allah!,"Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 6/181, Muslim 4/2208.",Hadith,
87,Fasting,Supplication For Iftaar Fasting,1,0,Supplication For Iftaar Fasting,1,اللَّهُمَّ لَكَ صُمْتُ وَعَلَى رِزْقِكَ أَفْطَرْتُ,,"O Allah, I fasted for You and broke my fast with Your provisions.
",Sunan Abu Dawood 2358,Hadith,
88,Daily,Dua for Rizq,1,0,Dua for Rizq,1,اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْمًا نَافِعًا، ‏‏‏‏‏‏وَرِزْقًا طَيِّبًا، ‏‏‏‏‏‏وَعَمَلًا مُتَقَبَّلًا,,"O Allah, I ask You for beneficial knowledge, goodly provision and acceptable deeds
",Sunan Ibn Majah 925,Hadith,
89,Guidance,"Hajat ki Dua/Dua e Hajat in Arabic",1,0,"Hajat ki Dua/Dua e Hajat in Arabic",1,لَا إِلَهَ إِلَّا اللَّهُ الْحَلِيمُ الْكَرِيمُ، ‏‏‏‏‏‏سُبْحَانَ اللَّهِ رَبِّ الْعَرْشِ الْعَظِيمِ، ‏‏‏‏‏‏الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ، ‏‏‏‏‏‏أَسْأَلُكَ مُوجِبَاتِ رَحْمَتِكَ، ‏‏‏‏‏‏وَعَزَائِمَ مَغْفِرَتِكَ، ‏‏‏‏‏‏وَالْغَنِيمَةَ مِنْ كُلِّ بِرٍّ، ‏‏‏‏‏‏وَالسَّلَامَةَ مِنْ كُلِّ إِثْمٍ، ‏‏‏‏‏‏لَا تَدَعْ لِي ذَنْبًا إِلَّا غَفَرْتَهُ، ‏‏‏‏‏‏وَلَا هَمًّا إِلَّا فَرَّجْتَهُ، ‏‏‏‏‏‏وَلَا حَاجَةً هِيَ لَكَ رِضًا إِلَّا قَضَيْتَهَا يَا أَرْحَمَ الرَّاحِمِينَ,,"None has the right to be worshiped but Allah. Al-Halim (the Forbearing) Al-Karim (the Generous). Glorious is Allah, Lord of the Magnificent Throne. All praise is due to Allah, Lord of the worlds. I ask You for that which warrants Your mercy, and that which will determine Your forgiveness, and the spoils (fruits) of every righteous deed, and safety from every sin; do not leave a sin for me without forgiving it, nor a worry without relieving it. Or a need that pleases you without granting it. O Most-Merciful of those who have mercy.",Jami at Tirmidhi 479,Hadith,
90,Prayer,Dua after Azan,1,0,Dua after Azan,1,"
اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ وَالصَّلَاةِ الْقَائِمَةِ آتِ مُحَمَّدًا الْوَسِيلَةَ وَالْفَضِيلَةَ وَابْعَثْهُ مَقَامًا مَحْمُودًا الَّذِي وَعَدْتَهُ",,"O Allah! Lord of this perfect call and of the regular prayer which is going to be established, give Muhammad(ﷺ) the authority of intercession and illustriousness, and raise him to the greatest and highest position in Paradise that You promised him.
",Sahih Bukhari 614,Hadith,
91,Guidance,What is said to a kaafir when he sneezes,1,0,What is said to a kaafir when he sneezes,1,يَهْديكُمُ اللهُ وَيُصْلِحُ بالَكُم,,May Allah guide you and set your affairs in order.,"At-Tirmithi 5/82, Ahmad 4/400, Abu Dawud 4/ 308. See also Al-Albani, Sahih At-Tirmithi 2/354.",Hadith,
92,Daily,Returning a greeting to a kaafir,1,0,Returning a greeting to a kaafir,1,وَعَلَيْكُمْ,,And upon you.,"Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-Bari 11/42, Muslim 4/1705."
93,Fasting,When insulted while fasting,1,0,When insulted while fasting,1,"إنِّي صَائِمٌ , إنِّي صَائِمٌ",,I am fasting . I am fasting.,"Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-BAri 4/103, Muslim 2/806."
94,Guidance,When slaughtering or offering a sacrifice,1,0,When slaughtering or offering a sacrifice,1,بِسْمِ اللهِ واللهُ أَكْبَرُ اللَّهُمَّ مِنْكَ ولَكَ اللَّهُمَّ تَقَبَّلْ مِنِّي,,"With the Name of Allah, Allah is the Most Great! [O Allah, from You and to You.] O Allah, accept it from me.",Muslim 3/,Hadith,"1557, Al-Bayhaqi 9/287."
95,Illness,When visiting the sick,1,0,When visiting the sick,1,أَسْأَلُ اللهَ العَظيم، رَبَّ العَرْشِ العَظيم أَنْ يَشْفيك. (سبع مرات),,"I ask Almighty Allah, Lord of the Magnificent Throne, to make you well. (Recite seven times in Arabic.","At-Tirmithi, Abu Dawud. See also Al-Albani, Sahih At-Tirmithi 2/210 and Sahihul-Jami' As-Saghir 5/180.",Hadith,
96,Illness,Supplication of the sick who have renounced all hope of life,1,0,Supplication of the sick who have renounced all hope of life,1,اللّهُمَّ اغْفِرْ لي وَارْحَمْني وَأَلْحِقْني بِالرَّفيقِ الأَعْلى,,"O Allah, forgive me and have mercy upon me and join me with the highest companions (in Paradise).","Al-Bukhari,",Hadith,"Al-Asqalani, Fathul-Bari 8/144."
97,Illness,Instruction for the one nearing death,1,0,Instruction for the one nearing death,1,لا إلهَ إلاّ الله,,There is none worthy of worship but Allah. ... will enter Paradise.,Abu Dawud,Hadith,"3/190. See also Al-Albani, Sahihul-Jami' As-Saghir 5/432."
98,Guidance,Supplication for one afflicted by a calamity,1,0,Supplication for one afflicted by a calamity,1,إِنّا للهِ وَإِنَا إِلَيْهِ راجِعون، اللهُمِّ أجُرْني في مُصيبَتي، وَاخْلِفْ لي خَيْراً مِنْها,,We are from Allah and unto Him we return . O Allah take me out of my plight and bring to me after it something better.,Muslim,Hadith,2/632.
99,Prayer,When closing the eyes of the deceased,1,0,When closing the eyes of the deceased,1,اللهُمِّ اغْفِرْ لِ-فلان باسمه- وَارْفَعْ دَرَجَتَهُ في المَهْدِيين، وَاخْلُفْهُ في عَقِبِهِ في الغابِرين، وَاغْفِرْ لَنا وَلَهُ يا رَبَّ العالَمين، وَافْسَحْ لَهُ في قَبْرِهِ وَنَوِّرْلَهُ فيه,,"O Allah, forgive [name of the person] and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it.",Muslim,Hadith,2/634
100,Prayer,Supplication for the deceased at the funeral prayer,1,0,Supplication for the deceased at the funeral prayer,1,اللهُمِّ عَبْدُكَ وَابْنُ أَمَتِك، احْتاجَ إِلى رَحْمَتِك، وَأَنْتَ غَنِيٌّ عَنْ عَذابِه، إِنْ كانَ مُحْسِناً فَزِدْ في حَسَناتِه، وَإِنْ كانَ مُسيئاً فَتَجاوَزْ عَنْه,,"O Allah, Your male slave and the child of Your female slave is in need of Your mercy , and You are not in need of his torment . If he was pious then increase his rewards and if he was a transgressor then pardon him .. [4]",Al-Hakim,Hadith,
101,Protection,Placing children under Allaah's protection,1,0,Placing children under Allaah's protection,1,أُعيذُكُما بِكَلِماتِ اللهِ التّامَة، مِنْ كُلِّ شَيْطانٍ وَهامَّة، وَمِنْ كُلِّ عَيْزٍ لامَّة,,"I seek protection for you in the Perfect Words of Allah from every devil and every beast, and from every envious blameworthy eye.",Al-Bukhari ,Hadith,4/119
102,Protection,To ward off the deception of the obstinate Shaytaans,1,0,To ward off the deception of the obstinate Shaytaans,1,"أَعُوذُ بكَلِمَاتِ اللهِ التَّامَّاتِ الَّتِي لَا يُجَاوِزُ هُنَّ بَرُّ ولَا فَاجرُ مِنْ شَرِّ مَا خَلقَ، وبَرَأَ وذَرَأَ، ومِنْ شَرِّمَا
يَنْزِلُ مِنَ السَّمَاءِ وِمنْ شَرِّ مَا يَعْرُ جُ فيهَا، ومِن شَرِّ مَا ذَرَأَ في الأَرْضِ ومِنْ شَرِّ مَا يَخْرُ جُ مِنْهَا، وِمنْ شَرِّ فِتَنِ
اللَّيْلِ والنَّهارِ، ومِنْ شَرِّ كُلِّ طارِقٍ إِلَّا طَارٍقاً يَطْرُقُ بخَيْرٍ يَارَحْمَنُ",,"I take refuge within Allaah's perfect words which no righteous or unrighteous person can transgress, from all the evil that He has created,
made and originated. [I take refuge] from the evil that descends from the sky and the evil that rises up to it. [I take refuge] from the evil that
is spread on earth and the evil that springs from her, and I take refuge from the evil of the tribulations of night and day, and the evil of one
who visits at night except the one who brings good, O Merciful One.'","Ahmad 3/419, with an authentic chain of narration, and Ibn As-Sunni (no. 637).
Al-'Aqidah At-Tahawiyyah p. 133. See also Majma'uz-Zawa'id, 10/127.

Al-Arna'ut, graded its chain authentic in his checking of",Hadith,
103,Daily,The best dua,1,0,The best dua,1,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ,,"Our Lord! Give us in this world that which is good and in the Hereafter that which is good, and save us from the torment of the Fire!",Quran 2:201,Quran,
104,Daily,"Dua for knowledge, provision and good deeds",1,0,"Dua for knowledge, provision and good deeds",1,اللَّهُمَّاِنِّى أَسْألُكَ عِلْمَاً نَافِعاً وَرِزْقاً طَيِباً وَعَمَلاً مُتَقَبَلاً,,"O Allah! I ask You for knowledge that is of benefit, a good provision and deeds that will be accepted.",[lbn Majah and others],Hadith,
105,Protection,"Protection from distress, hardships, calamities",1,0,"Protection from distress, hardships, calamities",1,اللَّهُمّ إِنِّي أَعُوذُبِكَ مِنْ جَهْدِ الْبَلاَءِ، وَدَرَكِ الشَّقَاءِ، وَسُوءِ الْقَضَاءِ، وَشَمَاتَةِ الأَعْدَاءِ,,"O Allah I seek refuge in YOU from severe calamities and hardships, grips of ill hope, evil destiny and from rejoicing of enemies",Bukhari,Hadith,
106,Daily,Dua for wellness in both worlds,1,0,Dua for wellness in both worlds,1,اللَّهُمَ إِنِيْ أَسْأَلُكَ العَافِيَةَ فِيّ الْدُّنْيَاوَ الْآخِرَةِ,,O Allah I ask You wellness in this life and in the hereafter,,,
107,Protection,"Dua for protection from any harm, and cure from illness [3 times]",1,0,"Dua for protection from any harm, and cure from illness [3 times]",1,أَعُوذُ بِكَلِمَاتِ الله التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ,,I seek protection in the perfect words of Allah from every evil that He has created.,"Aboo Hurayrah (may Allah be pleased with him) narrates from the Prophet : ""Whoever recites in the evening three times; I seek protection in the perfect words of Allah from every evil that He has created, then not so much as a stinger (humah) will harm him that evening."" In Muslim there is a similar wording without mention of reciting the supplication thrice (#2709) and at-Tirmidhee (#3898), and al-'Alaamah Ibn Baaz (may Allah have
mercy upon him) mentioned it in Tuhfat-ul-Akhyaar, saying: ""The noun al-Humah denotes an animal that possess a stinger filled with poison like a scorpion,
snake or something similar. And Suhayl bin Saalih who is one of the narrators of this narration said: ""Our people had learned this supplication and we used
to recite it every evening when a teenage girl was stung but suffered no pain or affliction (from the sting)"". Taken from The Precious Remembrance Written
by ash-Shaykh Ibn 'Uthaymeen",Hadith,
